full_name,commit_hash,target_percentage,pipeline_exists,yaml_files,lines_of_code,comments,steps,conditionals,jobs,global_env_vars,job_specific_env_vars,secrets,jobs_excluded,jobs_allowed_to_fail,unit_test_count,integration_test_count,any_test_count,build,analyze,deploy,release
BlueMap-Minecraft/BlueMap,49ae2cf08fa85bc9cfe75e152b9aba31d7dac692,0,False,,,,,,,,,,,,,,,,,,
BlueMap-Minecraft/BlueMap,e30b94efe83196101816764cb59ba27fbac517d5,10,True,gradle.yml,21,0,5,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BlueMap-Minecraft/BlueMap,5784491feb3e5da1c3b488ec1597227c9731bd5c,20,True,gradle.yml,19,0,4,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BlueMap-Minecraft/BlueMap,defd26a195d7d7ead24722c7aa2a1fd3beafcbac,30,True,gradle.yml,19,0,4,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BlueMap-Minecraft/BlueMap,52cb6808032e8fb563f5374b1e620b6630e94dfc,40,True,gradle.yml,19,0,4,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BlueMap-Minecraft/BlueMap,729de9c20e775c444a2818b7bcaaa8479b2f6cbb,50,True,gradle.yml,27,0,5,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BlueMap-Minecraft/BlueMap,03f58c7739b4b9f7c9f1951bd161ea3fa33dc8b4,60,True,gradle.yml,27,0,5,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BlueMap-Minecraft/BlueMap,11306ec9cf622fb4be95e1ed4450ee00f4b6aa1d,70,True,"build.yml, publish.yml",109,4,4,0,1,0,0,3,0,0,1,0,1,1,0,0,1
BlueMap-Minecraft/BlueMap,5933d43b62d316a07f96e501fc7e898f34d13d02,80,True,"build.yml, publish.yml",107,4,4,0,1,0,0,3,0,0,1,0,1,1,0,0,1
BlueMap-Minecraft/BlueMap,24a6b2f3705c26aad1d5b8f80fd3741e72dee8e4,90,True,"build.yml, publish.yml",103,4,3,0,1,0,0,3,0,0,1,0,1,1,0,0,1
BlueMap-Minecraft/BlueMap,ee3ab6ff9a1ad7e7875c0cef4643d1e2bcff69af,100,True,"build.yml, publish.yml, translation-checker.yml",126,4,4,0,1,0,0,3,0,0,1,0,1,0,0,1,0
neo4j/graph-data-science,6e4ee1333a204c0147ce3fc1b4aa41006cfd9da2,0,False,,,,,,,,,,,,,,,,,,
neo4j/graph-data-science,b2de6510ed99453f6734870b3a14a2f9b1020aae,10,False,,,,,,,,,,,,,,,,,,
neo4j/graph-data-science,872d54c351f67014247e66db2b375a48487a41d3,20,True,gradle_cipr.yml,17,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,8c86ccb913a8bea83140c3b6f6e8603ea3220ec5,30,True,gradle_cipr.yml,17,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,1b8845fa4e7f9c9df0c8ccc3026258a6f669093b,40,True,gradle_cipr.yml,17,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,bf5498bccd7e84760b46222e11245e4c8fb8c89a,50,True,gradle_cipr.yml,18,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,a6d432e4ee5d82a2693898683861700a0fe1ceb1,60,True,gradle_cipr.yml,18,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,51d9648b05590612cbb9acf9d10ed4474a29f008,70,True,gradle_cipr.yml,23,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,ce39a1cafe3255c756bd1ebc7a9fce71e1532201,80,True,gradle_cipr.yml,23,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,2b2ad43094fc71dd776a211e18ed48f8d14c1bec,90,True,gradle_cipr.yml,23,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
neo4j/graph-data-science,1d95f1512c106dc2a2536364ff4b491cbb4e789d,100,True,gradle_cipr.yml,23,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
WeBankFinTech/DataSphereStudio,a9c4c7c6e6ff84106bcb71ae5b15ffa1c1a45dfe,0,False,,,,,,,,,,,,,,,,,,
WeBankFinTech/DataSphereStudio,e611bed60941ec6270153b563ed38971f9ee748a,10,False,,,,,,,,,,,,,,,,,,
WeBankFinTech/DataSphereStudio,8cc4d5bf688f7e8045fa4eecdcfcc1746cc0a44a,20,False,,,,,,,,,,,,,,,,,,
WeBankFinTech/DataSphereStudio,833bc59a59b70ff2544492e32aeb45414cb7bf2f,30,False,,,,,,,,,,,,,,,,,,
WeBankFinTech/DataSphereStudio,f5ba26e88f69e5c7f8e5bc96820d6e9d919bade0,40,False,,,,,,,,,,,,,,,,,,
WeBankFinTech/DataSphereStudio,08ab44b7aecc57511ec6e52c6ca7c7ad5291f1ca,50,False,,,,,,,,,,,,,,,,,,
WeBankFinTech/DataSphereStudio,54a51296fe0e956e5da97378586648a0f76c6311,60,True,"build.yml, check_license.yml",94,37,5,0,1,0,0,0,0,0,1,0,1,1,1,0,0
WeBankFinTech/DataSphereStudio,5b3f489539e79092a05904985c2ca51e2356728d,70,True,"build.yml, check_license.yml",95,37,5,0,1,0,0,0,0,0,1,0,1,1,1,0,0
WeBankFinTech/DataSphereStudio,9d87068c51102ed7d2185a759b2f242c9b885aa1,80,True,"build.yml, check_license.yml, dead-link-checker.yml",113,37,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0
WeBankFinTech/DataSphereStudio,218db366ac94f2a34e318d178537a4cc5906007f,90,True,"build.yml, check_license.yml, dead-link-checker.yml",113,37,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0
WeBankFinTech/DataSphereStudio,916ca1faa3281fee2db0480bd6aef8f4c9523f9c,100,True,"build.yml, check_license.yml, dead-link-checker.yml",113,37,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0
provectus/kafka-ui,2219447ff6e2fa25e8cc1f1d2ec9712ed5bf960a,0,False,,,,,,,,,,,,,,,,,,
provectus/kafka-ui,e2918b41ca928283339f256e552b0643e501bc92,10,False,,,,,,,,,,,,,,,,,,
provectus/kafka-ui,7e259c8528a06e2b9071f8943804e8dd24b1fdfd,20,False,,,,,,,,,,,,,,,,,,
provectus/kafka-ui,9f138838adc41ebd61d603dfb90b969814546442,30,False,,,,,,,,,,,,,,,,,,
provectus/kafka-ui,723d552c2363a2388a7e418292b30a668db260a6,40,True,"backend.yml, codeql-analysis.yml, frontend.yaml, master.yaml, pr-checks.yaml, release.yaml",430,48,0,6,0,0,0,15,0,0,1,1,1,0,0,0,0
provectus/kafka-ui,cfa4e1150605b522b334fa5f3c1faed8a849a24d,50,True,"backend.yml, codeql-analysis.yml, e2e-checks.yaml, frontend.yaml, master.yaml, pr-checks.yaml, release.yaml",483,49,0,8,0,0,0,17,0,0,1,1,1,0,0,0,0
provectus/kafka-ui,c28ee0f08b24db31f19d7ab239ae140d326e2b2f,60,True,"aws_publisher.yaml, backend.yml, block_merge.yml, branch-deploy.yml, branch-remove.yml, codeql-analysis.yml, cve.yaml, documentation.yaml, e2e-checks.yaml, frontend.yaml, helm.yaml, master.yaml, pr-checks.yaml, release.yaml, release_drafter.yml, separate_env_public_create.yml, separate_env_public_remove.yml, stale.yaml, terraform-deploy.yml, triage_issues.yml, triage_prs.yml, welcome-first-time-contributors.yml, workflow_linter.yaml",987,53,3,11,1,0,0,38,0,0,1,1,1,1,0,0,0
provectus/kafka-ui,1c0b297a595a8f6e38a813cbdffd46b879220465,70,True,"aws_publisher.yaml, backend.yml, block_merge.yml, branch-deploy.yml, branch-remove.yml, build-public-image.yml, codeql-analysis.yml, cve.yaml, delete-public-image.yml, documentation.yaml, e2e-checks.yaml, frontend.yaml, helm.yaml, master.yaml, pr-checks.yaml, release.yaml, release_drafter.yml, separate_env_public_create.yml, separate_env_public_remove.yml, stale.yaml, terraform-deploy.yml, triage_issues.yml, triage_prs.yml, welcome-first-time-contributors.yml, workflow_linter.yaml",1115,55,3,14,1,0,0,44,0,0,1,1,1,1,0,0,0
provectus/kafka-ui,c0598a99ed259082c888d59dd4c39eb16b7c7f94,80,True,"aws_publisher.yaml, backend.yml, block_merge.yml, branch-deploy.yml, branch-remove.yml, build-public-image.yml, codeql-analysis.yml, create-branch-for-helm.yaml, cve.yaml, delete-public-image.yml, documentation.yaml, e2e-checks.yaml, frontend.yaml, helm.yaml, master.yaml, pr-checks.yaml, release-helm.yaml, release-serde-api.yaml, release.yaml, release_drafter.yml, separate_env_public_create.yml, separate_env_public_remove.yml, stale.yaml, terraform-deploy.yml, triage_issues.yml, triage_prs.yml, welcome-first-time-contributors.yml, workflow_linter.yaml",1227,58,3,14,1,0,0,53,0,0,1,1,1,1,0,0,0
provectus/kafka-ui,c813e74609a68225880f782a8eb0f975f37b44ee,90,True,"aws_publisher.yaml, backend.yml, block_merge.yml, branch-deploy.yml, branch-remove.yml, build-public-image.yml, codeql-analysis.yml, create-branch-for-helm.yaml, cve.yaml, delete-public-image.yml, documentation.yaml, e2e-automation.yml, e2e-checks.yaml, e2e-manual.yml, e2e-weekly.yml, frontend.yaml, helm.yaml, master.yaml, pr-checks.yaml, release-helm.yaml, release-serde-api.yaml, release.yaml, release_drafter.yml, separate_env_public_create.yml, separate_env_public_remove.yml, stale.yaml, terraform-deploy.yml, triage_issues.yml, triage_prs.yml, welcome-first-time-contributors.yml, workflow_linter.yaml",1446,60,3,22,1,0,0,60,0,0,1,1,1,1,0,0,0
provectus/kafka-ui,53a6553765a806eda9905c43bfcfe09da6812035,100,True,"aws_publisher.yaml, backend.yml, block_merge.yml, branch-deploy.yml, branch-remove.yml, build-public-image.yml, codeql-analysis.yml, cve.yaml, delete-public-image.yml, documentation.yaml, e2e-automation.yml, e2e-checks.yaml, e2e-manual.yml, e2e-weekly.yml, frontend.yaml, master.yaml, pr-checks.yaml, release-serde-api.yaml, release.yaml, release_drafter.yml, separate_env_public_create.yml, separate_env_public_remove.yml, stale.yaml, terraform-deploy.yml, triage_issues.yml, triage_prs.yml, welcome-first-time-contributors.yml, workflow_linter.yaml",1364,54,3,22,1,0,0,61,0,0,1,1,1,1,0,0,0
qa-guru/allure-notifications,991fec66975566b15c6202f7a4168b03cf2e238a,0,False,,,,,,,,,,,,,,,,,,
qa-guru/allure-notifications,fa551025ebaab76287338999d39763e51424aa74,10,False,,,,,,,,,,,,,,,,,,
qa-guru/allure-notifications,d2f282bbfc23f134a65c7d500d8ddd98936d84f5,20,False,,,,,,,,,,,,,,,,,,
qa-guru/allure-notifications,f76c5b97c79bb810205374e4bc22167b81714fe0,30,True,"manual_build.yml, release.yml",145,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
qa-guru/allure-notifications,3e00b4d13870fd31337c333468c8531db2ef7f6b,40,True,manual_build.yml,76,0,12,0,1,0,0,5,0,0,0,0,0,1,0,1,1
qa-guru/allure-notifications,c0c2766d71fcd1ed8a1f7559f72e53c4c7415fc6,50,True,manual_build.yml,76,0,12,0,1,0,0,5,0,0,0,0,0,1,0,1,1
qa-guru/allure-notifications,be33480dc92ecad609f4c0e5506b4595ea1bb074,60,True,manual_build.yml,76,0,12,0,1,0,0,5,0,0,0,0,0,1,0,1,1
qa-guru/allure-notifications,d7ba5046913eb9e12b95b651172467f14ccdec38,70,True,"build.yml, manual_build.yml",99,0,11,0,1,0,0,5,0,0,0,0,0,1,0,1,1
qa-guru/allure-notifications,dfda863ef362e021064eddd1e014eaa51eefee19,80,True,"build.yml, manual_build.yml",99,0,11,0,1,0,0,5,0,0,0,0,0,1,0,1,1
qa-guru/allure-notifications,421e907d9a4916ad2942fae589a45c3e71e93ecc,90,True,"build.yml, manual_build.yml",99,0,11,0,1,0,0,5,0,0,0,0,0,1,0,1,1
qa-guru/allure-notifications,88388b44bd90fbea1654c896897f144f3fa6a17c,100,True,"build.yml, manual_build.yml",101,0,11,0,1,0,0,5,0,0,0,0,0,1,0,1,1
alibaba/alibaba-rsocket-broker,069a35c4f1eb5bfee8e48b507eedb093f4e48d46,0,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,c9cb73e66454a29cac4eb863fe873cb5e8ee627f,10,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,1d73692043c85f3ed5b37d9507a142ccfb19c574,20,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,827477fbdcb57ef764f3124bda982a8393688516,30,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,c8160a043081c0f98d0c2aa5d14537a7bf322981,40,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,3da8d92424e99dbfd4b958a0c681499842e912c8,50,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,421209c796768ea92d40fd0b7fd7308caec58444,60,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,05c8551525229fc89e7fe9d4d2749bd8e1486c86,70,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,a44669e2ff61b754ebc9dceaf622b67b3268c57d,80,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,050467d50bf9127274b2d835ef5cc5bbb8bd19df,90,False,,,,,,,,,,,,,,,,,,
alibaba/alibaba-rsocket-broker,04370b6c85c8526cbc05d650ac8e1a9b0b055d02,100,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,d9078c9578bb0e7db8e9bfe2cef73c81b9560232,0,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,010d1dff9873e9c8b22b7fe94ddfea6f2cb7e704,10,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,3cc992f7dd84846a83595f0f835e2e2c67c16832,20,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,0e792d05b04b1802bd274cf9f2b62d823ddc54d4,30,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,e5a975678fc5bb9cc9cbeb1fa0c07e6b35c517e4,40,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,1cdbd55c6d06bd5dff650206bc2c6856f2437a5d,50,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,bd814e2d784a75bbdbfe5446d973dec6ab040576,60,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,ea250f940f467a8596a368d2b24ba8f22392fc12,70,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,df0a2eaea5042b72dc5045c8bf0f6d7c72d36593,80,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,571cf3f8b95ec53491f00c389d6d7d4d336903a1,90,False,,,,,,,,,,,,,,,,,,
adlered/bolo-solo,d4102335370b9ba09bb7834d943e611a5629d8e4,100,True,docker.yml,61,7,8,0,1,0,0,2,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,314c63aabcfd4b1123ee77080a87d662e250598a,0,False,,,,,,,,,,,,,,,,,,
GeyserMC/Floodgate,38a67ee85974dfe30b21ce32fada14cd4c2c9c1a,10,False,,,,,,,,,,,,,,,,,,
GeyserMC/Floodgate,1125c0a24dcefb1949d40220665a608855f867c4,20,True,pullrequest.yml,37,0,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,36d9a9c27fb59ccbcd6caca29f98cbdf002adfd6,30,True,pullrequest.yml,37,0,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,34a793f41ff9aee1117c41a0ca416cb3e1bdf164,40,True,pullrequest.yml,37,0,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,cd02009dd447fe2443ff394ab1d8d465d6ed74f8,50,True,pullrequest.yml,37,0,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,b6a7087dc74f96193e9510813427986054595a0b,60,True,pullrequest.yml,37,0,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,e6bf250a1dd126e6d8d4c9f5fa113ff99e2907a4,70,True,pullrequest.yml,33,0,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,aa7e0a1102a4f7e9530a3046c872d5ab39b5b573,80,True,pullrequest.yml,33,0,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0
GeyserMC/Floodgate,da97a0f073cab5b0409ea12f2a1195a998fa7896,90,True,"build.yml, pullrequest.yml",57,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
GeyserMC/Floodgate,227858930d98dc8e89054b38edebc3b432c0a5eb,100,True,"build.yml, pullrequest.yml",90,7,6,6,1,0,0,4,0,0,0,0,0,1,0,0,0
CaffeineMC/lithium-fabric,b5989c8f01f4140c3c51c4c2edbaee6e1ef2fd56,0,False,,,,,,,,,,,,,,,,,,
CaffeineMC/lithium-fabric,f3430ab69845797b8c7a94efb6936b9d160306c8,10,False,,,,,,,,,,,,,,,,,,
CaffeineMC/lithium-fabric,6608447a6e140340ed01437fc18b22a2994c085d,20,True,"gradle.yml, publish.yml",45,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,5e5d6e141a1f7b332d366a5e7ca7ac741102e61b,30,True,"gradle.yml, publish.yml",45,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,e1cee7eca44f2de18abb1755919ec70d6e134c55,40,True,"gradle.yml, publish.yml",48,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,13ddb3afc3f592b793bd6f4f32425dc7a438d8fa,50,True,"gradle.yml, publish.yml",50,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,b45403078628f540a7136d7d88723bfd6286b784,60,True,"gradle.yml, publish.yml",50,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,fdd9c6fc0f7331c7dcc4ec6315fbb5eaa047e881,70,True,"gradle.yml, publish.yml, pull_request.yml",69,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,bc7fa46b3e3bc9ac4896e54f953b506e87d88da1,80,True,"gradle.yml, publish.yml, pull_request.yml",69,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,8d4c775360e1c8f283f3c4b09cabf3eeb4387d20,90,True,"gradle.yml, publish.yml, pull_request.yml",69,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CaffeineMC/lithium-fabric,740ffc7a77894c4b3e394ffca0e43e8594e3e364,100,True,"gradle.yml, publish.yml, pull_request.yml",69,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
88250/symphony,68aea7ff93b29ef90f2ae47a891372cf517f218e,0,False,,,,,,,,,,,,,,,,,,
88250/symphony,1b697dcf2db4ce46439a998a032c69ea4875c493,10,False,,,,,,,,,,,,,,,,,,
88250/symphony,d6f947d141b8f6ac33285d557eb276bfafab9897,20,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,340ca9171a9dae18ea72f28c3b66095e72de988d,30,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,7c2366fa1c04e9587deec6669cea1c8db647a681,40,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,50fe5597c1c9d6f165b378225ee73ffbd070db50,50,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,9369ea9ed24aca0bd9527698efb53acfc76cbfa5,60,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,9643aecddacdcf813623550a69aef488a6b3c61a,70,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,20d0ae28b9bea9111d0da7761f2751c9db457afe,80,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,5dac6f5cdc5e742aa835107234920cfa0c6d9dba,90,True,dockerimage.yml,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
88250/symphony,5dac6f5cdc5e742aa835107234920cfa0c6d9dba,100,True,Loaded from cache,15,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1
apache/flink-statefun,00019786dd257ab091744bed9f6c5f988b5e8df2,0,False,,,,,,,,,,,,,,,,,,
apache/flink-statefun,5ffa36ed9c1aca40109e9cf13c4a82b4605b3657,10,False,,,,,,,,,,,,,,,,,,
apache/flink-statefun,9c43dc9c7fe57f69668163502d231a0ed63ecde7,20,False,,,,,,,,,,,,,,,,,,
apache/flink-statefun,5ed356294323ef99ff4963af4e20482ccc4fe7d8,30,True,java8-build.yml,13,0,3,0,1,0,0,0,0,0,1,1,1,1,0,0,0
apache/flink-statefun,c67fded4b2df25931162398dbfc6349ee665bd66,40,False,,,,,,,,,,,,,,,,,,
apache/flink-statefun,24da73beb6d38d93c007c1c541ef922c1de60c43,50,True,java8-build.yml,13,0,3,0,1,0,0,0,0,0,1,1,1,1,0,0,0
apache/flink-statefun,7b51c3e7efb8bccd91de50d4535661b94837d066,60,True,"doc-check.yml, java8-build.yml",21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
apache/flink-statefun,b232879fa848f55332213f48662e95d3f8928e7d,70,True,"doc-check.yml, java8-build.yml",21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
apache/flink-statefun,461cdde1b92c8f285e425c461aebff162366fc64,80,True,"doc-check.yml, java8-build.yml",21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
apache/flink-statefun,fe3c266fa9f2105efd090f44e36bb4eb4d179ab3,90,True,"doc-check.yml, java8-build.yml",21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
apache/flink-statefun,38f5518f26f96387f0c266531b6ef2c3fd0df729,100,True,"doc-check.yml, java8-build.yml",21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MalitsPlus/ShizuruNotes,e82119684907fbe2174621606d0bd07502c83b84,0,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,05c4cfe7f4eb542ea7f27830776bd916f81d581a,10,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,e9b29a8d5d7daf45ec03e1ece22f09bd2b7857ea,20,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,48a0b6ad0a9692a072eb59bfdbffbcf3447c96f4,30,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,304acaed7072d781364f843fe0f7dd7cc6dbbe78,40,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,e5409f5dc172b5dd89e07af86020418b233ca54d,50,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,9202525c49eb765e57dd60a7ad5213e19cad00a4,60,False,,,,,,,,,,,,,,,,,,
MalitsPlus/ShizuruNotes,a402b2d49851429b2ee610737950ae02f0cdf2d2,70,True,android.yml,69,6,9,0,1,0,0,6,0,0,0,0,0,1,0,1,1
MalitsPlus/ShizuruNotes,4896e521133ba9e9ed95f42bf1740ae5e0af9af8,80,True,android.yml,69,6,9,0,1,0,0,6,0,0,0,0,0,1,0,1,1
MalitsPlus/ShizuruNotes,5cfcc1c53675f5b4105fd17c9f52d8318fb5f343,90,True,android.yml,69,6,9,0,1,0,0,6,0,0,0,0,0,1,0,1,1
MalitsPlus/ShizuruNotes,7be44c4acf372e5938c335f0457757a19c6138f9,100,True,android.yml,69,6,9,0,1,0,0,6,0,0,0,0,0,1,0,1,1
dragonwell-project/dragonwell11,5d5c45628079f0e0dc0079d4a4da4044527dbe9d,0,False,,,,,,,,,,,,,,,,,,
dragonwell-project/dragonwell11,7e3a0e73d14f40d940d847095bee6e7916796e93,10,False,,,,,,,,,,,,,,,,,,
dragonwell-project/dragonwell11,f44cc45d23dd5268f2551e2f1882b4919d9c7605,20,True,check_pr.yml,70,20,11,0,4,0,0,0,0,0,0,0,0,6,0,1,2
dragonwell-project/dragonwell11,4d3005268d2f3c22ed0e13fc5fb78a173ae8238c,30,False,,,,,,,,,,,,,,,,,,
dragonwell-project/dragonwell11,9a5ba0b995e25ebcb0e196c9df4412040df36b2c,40,True,submit.yml,1330,7,153,73,11,0,45,0,6,1,0,0,0,20,5,0,5
dragonwell-project/dragonwell11,8359d7fe09639407c18d6e4d41a32547856566e1,50,True,submit.yml,1330,7,153,73,11,0,45,0,6,1,0,0,0,20,5,0,5
dragonwell-project/dragonwell11,0db04eeefd2a24000b7be46fdc75d332cdb1935b,60,True,submit.yml,1683,58,172,76,12,0,50,0,7,1,0,0,0,22,2,0,5
dragonwell-project/dragonwell11,88954e1e812296abb4e876ed1f37cd6458d00c89,70,True,submit.yml,1773,58,182,79,13,0,55,0,8,1,0,0,0,24,2,0,5
dragonwell-project/dragonwell11,c0ae14167974ce2e13a58e39438681a8197f7e5a,80,True,"build-cross-compile.yml, build-linux.yml, build-macos.yml, build-windows.yml, main.yml, test.yml",954,190,12,22,1,2,0,1,0,0,0,0,0,2,0,0,0
dragonwell-project/dragonwell11,b9936cdf6bb9806f76034cb44adea5c5808eaf55,90,True,"build-cross-compile.yml, build-linux.yml, build-macos.yml, build-windows.yml, main.yml, test.yml",1032,190,12,22,1,2,0,1,0,0,0,0,0,2,0,0,0
dragonwell-project/dragonwell11,c6b1d04179afe49071cd2bc4d29ec90d26124867,100,True,"build-cross-compile.yml, build-linux.yml, build-macos.yml, build-windows.yml, main.yml, test.yml",1032,190,12,22,1,2,0,1,0,0,0,0,0,2,0,0,0
Randgalt/record-builder,610e7e9e5606a7e642469d79961d29b590d75521,0,False,,,,,,,,,,,,,,,,,,
Randgalt/record-builder,cf8f27701879ff5c2e8b348d274042ad1b0247a0,10,False,,,,,,,,,,,,,,,,,,
Randgalt/record-builder,c47e290363d9749276c5a7142ca22c60ee669b45,20,False,,,,,,,,,,,,,,,,,,
Randgalt/record-builder,74c8480b4340f4fd542e42eef2be11919692c04c,30,False,,,,,,,,,,,,,,,,,,
Randgalt/record-builder,6661c2ae0ebf9046105b8db374b87958ffc6078a,40,False,,,,,,,,,,,,,,,,,,
Randgalt/record-builder,24b85e7ad5ce392d972868630b3f8c948cf08ba5,50,False,,,,,,,,,,,,,,,,,,
Randgalt/record-builder,61d355b9fc0fae7f8a006a8e2c937747bf264f41,60,True,"maven.yml, maven_java15.yml",42,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Randgalt/record-builder,b7c4e22066266ef18c293637efc997e2661c4a81,70,True,"maven.yml, maven_java15.yml",42,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Randgalt/record-builder,d9f27bc5a6958cbdc1e5519fd812928a9f1ae260,80,True,"maven.yml, maven_java15.yml",42,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Randgalt/record-builder,76f93039b0e06fafaf621594172bcddfcca6a3c8,90,True,"maven.yml, maven_java15.yml",42,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Randgalt/record-builder,13959dee2a84d2eddc58ccd903c0c5f9f22cfa31,100,True,"maven_java16.yml, maven_java17.yml",38,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
jbangdev/jbang,e4ec0b23d8cb443b022f948967a7ec20e93d0e0c,0,True,gradle.yml,20,0,4,0,1,0,0,0,0,0,1,0,1,1,0,0,0
